Team 1 Compo,Team 2 Compo,Victory
"['Gragas', 'Irelia', 'Jhin', 'Orianna', 'Thresh']","['Anivia', 'Braum', 'Ivern', ""Kai'Sa"", 'Shen']",0
"['Gragas', 'Jhin', 'Malphite', 'Thresh', 'Vladimir']","['Camille', 'Ezreal', 'Lucian', 'Nautilus', 'Yone']",1
"['Aphelios', 'Jarvan IV', 'Lucian', 'Singed', 'Soraka']","['Aatrox', 'Nocturne', 'Varus', ""Vel'Koz"", 'Ziggs']",0
"['Ashe', 'Galio', 'Lulu', 'Mordekaiser', 'Nidalee']","['Darius', ""Kai'Sa"", 'Nautilus', 'Xin Zhao', 'Zoe']",1
"['Ivern', ""Kai'Sa"", 'Kennen', 'Lux', 'Yasuo']","['Caitlyn', 'Senna', 'Sion', 'Veigar', 'Xin Zhao']",1
"['Gangplank', 'Lux', 'Miss Fortune', 'Viktor', 'Warwick']","['Ekko', ""Kai'Sa"", 'Nami', 'Volibear', 'Zed']",0
"['Caitlyn', 'Lee Sin', 'Ornn', 'Senna', 'Yasuo']","['Camille', 'Ekko', 'Ezreal', 'Lux', 'Nunu & Willump']",0
"['Jhin', 'Lux', 'Nami', 'Nocturne', 'Yasuo']","['Ahri', 'Gnar', 'Lucian', 'Volibear', 'Yuumi']",1
"['Akali', 'Hecarim', ""Kai'Sa"", 'Kayle', 'Rakan']","['Nami', 'Nidalee', 'Riven', 'Vayne', 'Zed']",1
"['Aatrox', 'Blitzcrank', 'Ekko', 'Irelia', 'Jhin']","['Diana', ""Kai'Sa"", 'Kayle', 'Master Yi', 'Soraka']",1
"['Braum', 'Kayle', ""Kha'Zix"", 'Rumble', 'Zed']","['Alistar', 'Lillia', 'Lucian', 'Twisted Fate', 'Yasuo']",1
"['Illaoi', 'Shen', 'Skarner', 'Yone', 'Ezreal']","['Lillia', 'Pyke', 'Xin Zhao', 'Zed', 'Ezreal']",1
"['Ezreal', 'Fiora', 'Hecarim', 'Vi', 'Yone']","['Elise', 'Lucian', 'Pyke', 'Tryndamere', 'Yone']",0
"['Jinx', 'Rammus', 'Riven', 'Taric', 'Yone']","['Akali', 'Ashe', 'Olaf', 'Sett', 'Vladimir']",1
"['Jhin', 'Nidalee', 'Riven', 'Senna', 'Vladimir']","['Ashe', 'Lillia', 'Pantheon', 'Thresh', 'Zed']",0
"['Jax', 'Nami', 'Sylas', 'Tristana', 'Yone']","['Ashe', 'Darius', 'Fiddlesticks', 'Lee Sin', 'Zed']",1
"['Ahri', 'Ezreal', 'Poppy', 'Senna', 'Vi']","['Ashe', 'Jax', 'Kassadin', 'Sett', 'Yuumi']",1
"['Ashe', 'Mordekaiser', 'Olaf', 'Orianna', 'Rakan']","['Amumu', 'Blitzcrank', 'Jhin', 'Nasus', 'Pyke']",1
"['Lux', 'Maokai', 'Twitch', 'Vayne', 'Yuumi']","['Ashe', 'Hecarim', 'Malphite', 'Sylas', 'Zed']",1
"['Jhin', 'Lux', 'Nunu & Willump', 'Sett', 'Viktor']","['Master Yi', 'Renekton', 'Senna', 'Vayne', 'Zed']",1
"['Ashe', 'Ekko', 'Irelia', 'Urgot', 'Yuumi']","['Hecarim', 'Jhin', 'Morgana', 'Riven', 'Yasuo']",0
"['Jhin', 'Kassadin', 'Sejuani', 'Senna', 'Teemo']","['Amumu', 'Ashe', 'Garen', 'Lulu', 'Ryze']",1
"['Hecarim', 'Mordekaiser', 'Senna', 'Syndra', 'Twitch']","['Gangplank', 'Heimerdinger', 'Pantheon', 'Ryze', 'Udyr']",0
"['Ekko', 'Malphite', 'Master Yi', 'Soraka', 'Vayne']","[""Kai'Sa"", 'Lulu', 'Rengar', 'Sett', 'Viktor']",1
"['Amumu', 'Darius', 'Ezreal', 'Soraka', 'Sylas']","['Caitlyn', 'Ekko', 'Gangplank', 'Lulu', 'Neeko']",0
"['Ashe', 'Lulu', 'Sett', 'Sylas', 'Vi']","['Darius', 'Rengar', 'Soraka', 'Vladimir', 'Yasuo']",1
"['Darius', 'Ekko', 'Jhin', 'Lux', 'Master Yi']","['Ashe', 'Diana', 'Graves', 'Shen', 'Thresh']",0
"['Ezreal', 'Lillia', 'Ryze', 'Thresh', 'Tryndamere']","['Ekko', 'Jhin', 'Nami', 'Warwick', 'Wukong']",0
"['Caitlyn', 'Jarvan IV', 'Senna', 'Sylas', 'Urgot']","['Ahri', 'Hecarim', 'Jinx', 'Malphite', 'Rakan']",1
"['Amumu', 'Lucian', 'Tryndamere', ""Vel'Koz"", 'Zed']","['Blitzcrank', 'Ekko', 'Hecarim', 'Kalista', 'Urgot']",1
"['Blitzcrank', 'Jax', 'Jhin', 'Olaf', 'Zoe']","['Caitlyn', 'Camille', 'Morgana', 'Sylas', 'Zac']",1
"['Nautilus', 'Quinn', 'Ryze', 'Sivir', 'Vi']","['Brand', 'Draven', 'Nunu & Willump', 'Teemo', 'Zed']",0
"['Irelia', 'Jinx', 'Nautilus', 'Rammus', 'Ryze']","['Leona', 'Master Yi', 'Orianna', 'Tryndamere', 'Xayah']",0
"['Annie', 'Darius', 'Graves', 'Jhin', 'Morgana']","[""Kai'Sa"", 'Malphite', 'Pyke', 'Volibear', 'Zed']",0
"['Diana', 'Evelynn', 'Lulu', 'Malphite', 'Vayne']","['Hecarim', 'Jhin', 'Leona', 'Shen', 'Veigar']",1
"['Ezreal', 'Nami', 'Ryze', 'Sion', 'Volibear']","['Caitlyn', 'Evelynn', 'Nautilus', 'Shen', 'Zed']",0
"['Alistar', 'Heimerdinger', 'Kayle', 'Miss Fortune', 'Warwick']","['Akali', 'Fiora', 'Jarvan IV', 'Jinx', 'Karma']",1
"['Caitlyn', 'Ekko', 'Sylas', 'Taric', 'Urgot']","['Kled', 'Rakan', 'Shyvana', 'Twisted Fate', 'Yasuo']",1
"['Braum', 'Draven', 'Gangplank', 'Shyvana', 'Yone']","['Kayn', 'Lucian', 'Malzahar', 'Soraka', 'Tryndamere']",1
"['Jarvan IV', 'Kayle', 'Lulu', 'Ryze', 'Twitch']","['Akali', 'Bard', 'Elise', 'Irelia', 'Jhin']",1
"['Amumu', 'Ashe', 'Pyke', 'Sion', 'Yasuo']","['Gragas', ""Kai'Sa"", 'Shen', 'Yone', 'Yuumi']",0
"['Ahri', 'Hecarim', 'Nocturne', 'Thresh', 'Vayne']","['Lux', 'Malphite', 'Rengar', 'Senna', 'Trundle']",1
"[""Kog'Maw"", 'Lee Sin', 'Lulu', 'Teemo', 'Yone']","['Gnar', ""Kai'Sa"", 'Kayn', 'Lux', 'Swain']",1
"['Ahri', 'Brand', 'Ezreal', 'Jax', 'Xin Zhao']","['Graves', 'Irelia', 'Kalista', 'Morgana', 'Trundle']",0
"['Lee Sin', 'Mordekaiser', 'Shen', 'Xayah', 'Yone']","['Caitlyn', 'Corki', 'Rengar', 'Senna', 'Teemo']",0
"['Azir', 'Caitlyn', 'Pyke', 'Rengar', 'Shen']","['Fiddlesticks', 'Fizz', 'Gragas', 'Ornn', 'Yasuo']",0
"['Ashe', 'Brand', 'Fizz', 'Master Yi', 'Mordekaiser']","['Ezreal', 'Orianna', 'Trundle', 'Volibear', 'Yuumi']",1
"['Galio', 'Jhin', 'Nasus', 'Pyke', 'Warwick']","['Garen', 'Kayn', 'Miss Fortune', 'Sylas', 'Thresh']",1
"['Heimerdinger', 'Jhin', 'Kayn', 'Urgot', 'Yone']","['Karma', 'Miss Fortune', 'Nunu & Willump', 'Pyke', 'Shen']",0
"['Jax', 'Quinn', ""Vel'Koz"", 'Yorick', 'Yuumi']","['Illaoi', 'Jhin', 'Morgana', 'Nocturne', 'Ziggs']",0
"['Jhin', 'Poppy', 'Shen', 'Tryndamere', 'Vi']","['Diana', 'Jax', ""Kai'Sa"", 'Malphite', 'Nasus']",0
"['Ezreal', 'Illaoi', 'Kayn', 'Pantheon', 'Xerath']","['Alistar', 'Evelynn', 'Gnar', 'Jinx', 'Yasuo']",1
"['Blitzcrank', 'Illaoi', 'Jax', 'Lucian', 'Sylas']","['Brand', 'Ezreal', 'Fizz', 'Master Yi', 'Tryndamere']",0
"[""Cho'Gath"", 'Galio', 'Jinx', 'Teemo', 'Thresh']","['Darius', 'Jayce', 'Lux', 'Miss Fortune', 'Warwick']",0
"['Alistar', 'Garen', 'Miss Fortune', 'Pantheon', 'Warwick']","['Caitlyn', 'Illaoi', 'Pyke', 'Rumble', 'Tryndamere']",1
"['Ashe', ""Cho'Gath"", 'Graves', 'Veigar', 'Zed']","['Akali', 'Jhin', 'Shaco', 'Thresh', 'Yone']",0
"['Heimerdinger', 'Jhin', 'Master Yi', 'Thresh', 'Yone']","['Aphelios', 'Blitzcrank', 'Camille', 'Ekko', 'Zed']",1
"['Caitlyn', 'Graves', 'Lulu', 'Malphite', 'Zed']","['Ashe', 'Hecarim', 'Irelia', 'Katarina', 'Yuumi']",0
"['Ashe', 'Kayn', 'Lulu', 'Sett', 'Yasuo']","['Blitzcrank', ""Kai'Sa"", 'Malphite', 'Master Yi', 'Yone']",0
"['Amumu', 'Ezreal', 'Lux', 'Sion', 'Zed']","['Gragas', 'Lucian', 'Mordekaiser', 'Rengar', 'Singed']",1
"['Kassadin', 'Malphite', 'Shaco', 'Soraka', 'Vayne']","['Hecarim', 'Lulu', 'Ornn', 'Qiyana', 'Xayah']",0
"['Diana', 'Gnar', 'Nami', 'Taliyah', 'Vayne']","['Ezreal', 'Gragas', 'Lux', 'Poppy', 'Yasuo']",1
"['Ekko', ""Kai'Sa"", 'Poppy', 'Taric', 'Zed']","['Ashe', 'Irelia', ""Kha'Zix"", 'Morgana', 'Twisted Fate']",1
"['Ashe', 'Senna', 'Urgot', 'Zac', 'Zoe']","[""Kai'Sa"", 'Nunu & Willump', 'Singed', 'Taric', 'Vladimir']",1
"[""Kai'Sa"", 'Kassadin', 'Kindred', 'Malphite', 'Thresh']","['Ekko', 'Fiora', 'Sett', 'Yone', 'Ziggs']",0
"['Akali', 'Ekko', 'Kled', 'Pyke', 'Varus']","['Neeko', 'Vayne', 'Warwick', 'Yasuo', 'Yone']",1
"['Gragas', 'LeBlanc', 'Morgana', 'Shen', 'Vayne']","['Malphite', 'Udyr', 'Veigar', 'Yasuo', 'Vayne']",0
"['Caitlyn', 'Fizz', 'Morgana', 'Warwick', 'Yone']","['Akali', 'Blitzcrank', 'Draven', 'Hecarim', 'Viktor']",0
"['Ashe', 'Hecarim', 'Illaoi', 'Morgana', 'Vayne']","['Aatrox', 'Akali', 'Rakan', 'Rammus', 'Xayah']",1
"['Fiddlesticks', 'Jhin', 'Lee Sin', 'Nami', 'Zed']","['Evelynn', 'Kayle', 'Miss Fortune', 'Morgana', 'Yasuo']",0
"['Garen', 'Kalista', 'Talon', 'Volibear', 'Morgana']","['Ahri', 'Jhin', 'Kayle', 'Warwick', 'Morgana']",0
"['Ezreal', 'Sona', 'Sylas', 'Volibear', 'Yone']","['Blitzcrank', 'Fiora', ""Kai'Sa"", 'LeBlanc', 'Master Yi']",1
"['Lulu', 'Malzahar', 'Nasus', 'Tristana', 'Zac']","[""Kai'Sa"", 'Lucian', 'Shen', 'Shyvana', 'Thresh']",1
"['Fiora', 'Katarina', 'Miss Fortune', 'Morgana', 'Warwick']","['Braum', 'Draven', 'Ekko', 'Pantheon', 'Syndra']",1
"['Akali', 'Jax', 'Lulu', 'Sejuani', 'Vayne']","['Jinx', 'Lee Sin', 'Maokai', 'Rumble', 'Zed']",1
"['Ahri', ""Kai'Sa"", 'Pantheon', 'Poppy', 'Yone']","['Janna', 'Kayn', 'Vayne', 'Yasuo', 'Zoe']",0
"['Aatrox', 'Ekko', ""Kai'Sa"", 'Thresh', 'Zed']","['Lillia', 'Lux', 'Senna', 'Talon', 'Volibear']",1
"[""Kai'Sa"", 'Lux', 'Rammus', 'Urgot', 'Yasuo']","['Galio', 'Lucian', 'Master Yi', 'Shyvana', 'Swain']",0
"['Garen', 'Graves', 'LeBlanc', 'Miss Fortune', 'Senna']","['Kayn', 'Malzahar', 'Morgana', 'Sion', 'Tristana']",0
"['Ezreal', 'Garen', 'Heimerdinger', 'Jarvan IV', 'Lux']","['Fizz', 'Jax', 'Master Yi', 'Thresh', 'Vayne']",0
"['Ashe', 'Garen', 'Morgana', 'Neeko', 'Shaco']","['Akali', 'Kayle', 'Kayn', 'Lux', 'Sivir']",0
"['Akali', 'Ashe', 'Karma', 'Mordekaiser', 'Rengar']","['Corki', 'Ezreal', 'Janna', ""Kai'Sa"", 'Warwick']",0
"['Ezreal', 'Janna', 'Master Yi', 'Volibear', 'Wukong']","['Gnar', 'LeBlanc', 'Rammus', 'Senna', 'Vayne']",1
"['Camille', 'Janna', 'Jhin', 'Kayn', 'Mordekaiser']","['Karma', 'Malzahar', 'Sion', 'Xayah', 'Zac']",1
"['Ashe', 'Brand', 'Diana', 'Garen', 'Zed']","['Jhin', 'Lulu', 'Lux', 'Nasus', 'Warwick']",0
"['Ashe', 'Brand', 'Olaf', 'Twisted Fate', 'Warwick']","['Jhin', 'Karma', 'Malphite', 'Maokai', 'Yasuo']",0
"['Blitzcrank', 'Kayle', 'Vi', 'Yasuo', 'Zoe']","['Lux', 'Malphite', 'Nautilus', 'Vayne', 'Xin Zhao']",1
"['Annie', 'Kayn', 'Lillia', 'Taric', 'Tristana']","['Irelia', 'Lux', 'Miss Fortune', 'Rammus', 'Soraka']",1
"['Garen', 'Kayn', 'Nautilus', 'Sylas', 'Tristana']","['Ashe', 'Lulu', 'Lux', 'Nocturne', 'Urgot']",1
"['Miss Fortune', 'Urgot', 'Veigar', 'Vi', 'Zyra']","['Draven', 'Hecarim', 'Lulu', 'Sett', 'Sylas']",0
"['Hecarim', 'Jinx', 'Mordekaiser', 'Riven', 'Sona']","['Brand', 'Diana', 'Sivir', 'Vi', 'Yasuo']",1
"['Graves', 'Karma', 'Master Yi', 'Miss Fortune', 'Pantheon']","['Caitlyn', 'Darius', 'Fiddlesticks', ""Kha'Zix"", 'Yone']",0
"['Graves', 'Lucian', 'Lux', 'Neeko', 'Shen']","['Akali', 'Caitlyn', ""Kha'Zix"", 'Senna', 'Sett']",1
"['Jinx', 'Poppy', 'Rammus', 'Veigar', 'Yone']","['Akali', ""Kai'Sa"", 'Morgana', 'Nasus', 'Skarner']",0
"['Ashe', 'Fizz', 'Katarina', 'Lulu', 'Sett']","['Amumu', ""Cho'Gath"", 'Nasus', 'Rakan', 'Xayah']",0
"['Brand', 'Jinx', 'Master Yi', 'Teemo', 'Zed']","['Ekko', ""Kai'Sa"", 'Morgana', 'Nasus', 'Yasuo']",1
"['Gnar', ""Kai'Sa"", 'Nautilus', 'Neeko', 'Rengar']","['Galio', 'Graves', 'Kayle', 'Miss Fortune', 'Sylas']",0
"['Galio', 'Leona', 'Renekton', 'Vayne', 'Warwick']","['Morgana', 'Senna', 'Tryndamere', 'Yasuo', 'Zed']",0
"['Akali', 'Ashe', 'Galio', 'Mordekaiser', 'Rengar']","['Ahri', 'Cassiopeia', ""Kha'Zix"", 'Pyke', 'Wukong']",0
"['Master Yi', 'Miss Fortune', 'Neeko', 'Riven', 'Soraka']","['Caitlyn', 'Nami', 'Rengar', 'Urgot', 'Veigar']",1
"['Ashe', 'Blitzcrank', 'Sejuani', 'Yasuo', 'Yone']","['Jhin', 'Lee Sin', 'Swain', 'Sylas', 'Tryndamere']",0
"['Darius', 'Draven', ""Rek'Sai"", 'Thresh', 'Zed']","['Ahri', 'Jhin', 'Master Yi', 'Swain', 'Yorick']",0
"['Illaoi', ""Kog'Maw"", 'Lulu', 'Malzahar', 'Vi']","['Irelia', 'Leona', 'Orianna', 'Veigar', 'Volibear']",0
"['Anivia', 'Jhin', 'Olaf', 'Rakan', 'Sylas']","['Ashe', 'Cassiopeia', 'Mordekaiser', 'Nasus', 'Zac']",0
"['Diana', 'Lee Sin', 'Renekton', 'Sivir', 'Veigar']","['Azir', 'Cassiopeia', 'Kayle', 'Pantheon', 'Taric']",1
"['Aurelion Sol', 'Diana', 'Lucian', 'Thresh', 'Zed']","['Alistar', 'Ashe', ""Cho'Gath"", 'Ekko', 'Shyvana']",0
"['Jhin', 'Kayle', ""Kha'Zix"", 'Mordekaiser', 'Zyra']","['Illaoi', 'Miss Fortune', 'Morgana', 'Xin Zhao', 'Zed']",1
"['Alistar', 'Kalista', 'Lillia', 'Lucian', 'Renekton']","['Fiddlesticks', 'Malphite', 'Orianna', 'Viktor', 'Yasuo']",1
"['Jhin', 'Lillia', 'Orianna', 'Ornn', 'Yuumi']","['Caitlyn', 'Jayce', 'Morgana', 'Nocturne', 'Ziggs']",0
"['Ekko', 'Ezreal', 'Ivern', 'Master Yi', 'Yasuo']","['Graves', 'Lillia', 'Mordekaiser', 'Senna', 'Zed']",1
"['Caitlyn', 'Hecarim', 'Maokai', 'Xerath', 'Yone']","['Aatrox', 'Ashe', 'Blitzcrank', 'Jarvan IV', 'Katarina']",1
"[""Kai'Sa"", 'Orianna', 'Rammus', 'Shen', 'Yuumi']","['Hecarim', 'Jhin', 'Poppy', 'Swain', ""Vel'Koz""]",0
"['Karma', 'Master Yi', 'Nasus', 'Twitch', 'Zoe']","['Jinx', 'Rammus', 'Soraka', 'Syndra', 'Tahm Kench']",0
"['Akali', 'Miss Fortune', 'Shen', ""Vel'Koz"", 'Volibear']","['Amumu', 'Gnar', 'Leona', 'Senna', 'Vladimir']",1
"['Akali', 'Ashe', 'Lee Sin', 'Rumble', 'Thresh']","['Caitlyn', 'Katarina', 'Kayle', 'Warwick', 'Zilean']",0
"['Ahri', 'Garen', 'Jinx', 'Morgana', 'Trundle']","['Corki', 'Elise', 'Senna', 'Twitch', 'Yasuo']",0
"['Nasus', 'Neeko', 'Pyke', 'Sivir', 'Vi']","['Caitlyn', 'Illaoi', 'Leona', 'Nocturne', 'Zed']",1
"['Azir', 'Hecarim', 'Leona', 'Mordekaiser', 'Vayne']","['Jhin', 'Kindred', 'Sett', 'Thresh', 'Zed']",1
"['Brand', 'Ekko', 'Master Yi', 'Miss Fortune', 'Rumble']","['Blitzcrank', 'Fiora', ""Kai'Sa"", 'Rammus', 'Zed']",0
"['Diana', 'Jax', 'Kayn', 'Nautilus', 'Tristana']","['Ashe', 'Lux', 'Senna', 'Urgot', 'Warwick']",0
"['Akali', ""Kog'Maw"", 'Sejuani', 'Teemo', 'Xerath']","['Ahri', 'Lucian', 'Nasus', 'Rengar', 'Swain']",0
"['Gnar', 'Heimerdinger', 'Miss Fortune', 'Rammus', 'Thresh']","['Caitlyn', 'Kayn', 'Lucian', 'Malzahar', 'Pyke']",1
"['Akali', 'Jarvan IV', 'Miss Fortune', 'Thresh', 'Volibear']","['Alistar', 'Jinx', 'Talon', 'Teemo', 'Warwick']",0
"['Ashe', 'Kindred', 'Leona', 'Pyke', 'Volibear']","['Camille', 'Irelia', 'Master Yi', 'Nautilus', 'Yasuo']",0
"[""Kha'Zix"", 'Morgana', 'Olaf', 'Vladimir', 'Xayah']","['Elise', 'Jhin', 'Leona', 'Talon', 'Yasuo']",1
"['Hecarim', 'Malzahar', 'Maokai', 'Nautilus', 'Sivir']","['Ahri', 'Lillia', 'Talon', 'Urgot', 'Volibear']",0
"[""Cho'Gath"", 'Miss Fortune', 'Talon', 'Urgot', 'Zac']","['Garen', 'Nautilus', 'Udyr', 'Varus', 'Ziggs']",1
"['Azir', 'Blitzcrank', 'Miss Fortune', 'Sett', 'Vi']","['Illaoi', 'Katarina', 'Lucian', 'Master Yi', 'Nautilus']",1
"['Diana', 'Garen', 'Nami', 'Swain', 'Vayne']","['Jhin', 'Kayn', 'Nautilus', 'Yasuo', 'Yone']",1
"['Darius', 'Jax', 'Lucian', 'Master Yi', 'Thresh']","['Ekko', 'Kindred', 'Nautilus', 'Xayah', 'Yasuo']",1
"['Diana', 'Ezreal', 'Jax', 'Nautilus', 'Xin Zhao']","['Jinx', 'Shen', 'Shyvana', 'Wukong', 'Yasuo']",1
"['Miss Fortune', 'Nautilus', 'Olaf', 'Tryndamere', 'Veigar']","['Lux', 'Morgana', 'Senna', 'Teemo', 'Warwick']",0
"['Jax', 'Jhin', 'Kassadin', 'Poppy', 'Urgot']","['Akali', 'Fiddlesticks', 'Rakan', 'Sett', 'Tristana']",1
"['Akali', 'Darius', 'Leona', 'Taliyah', 'Yone']","['Blitzcrank', 'Camille', ""Kog'Maw"", 'Lucian', 'Master Yi']",0
"['Akali', 'Poppy', 'Twitch', ""Vel'Koz"", 'Jhin']","['Blitzcrank', 'Gangplank', 'Katarina', 'Riven', 'Jhin']",1
"['Akali', 'Bard', 'Hecarim', 'Nasus', 'Vayne']","['Garen', 'Jhin', 'Lee Sin', 'Twisted Fate', 'Zyra']",0
"['Caitlyn', 'Kindred', 'Lucian', 'Soraka', 'Yorick']","['Ahri', 'Kayn', 'Nautilus', 'Qiyana', 'Varus']",0
"['Akali', 'Nautilus', 'Neeko', 'Vayne', 'Warwick']","['Caitlyn', 'Quinn', 'Sett', 'Talon', 'Zilean']",1
"['Ezreal', ""Kha'Zix"", 'Lux', 'Tryndamere', 'Xerath']","['Annie', 'Camille', ""Kai'Sa"", 'Kayn', 'Taric']",1
"['Ashe', 'Ekko', 'Lulu', 'Nasus', 'Zac']","['Akali', ""Kai'Sa"", 'Lux', 'Master Yi', 'Sett']",1
"['Akali', 'Ezreal', 'Hecarim', 'Nautilus', 'Zed']","['Caitlyn', 'Mordekaiser', 'Sion', 'Sylas', ""Vel'Koz""]",1
"[""Kha'Zix"", 'Quinn', 'Senna', 'Veigar', 'Yone']","[""Kai'Sa"", 'Kayn', 'Mordekaiser', 'Nautilus', 'Zed']",0
"['Ashe', 'Gnar', 'Jax', 'Karma', 'Katarina']","['Jinx', 'Kayle', 'Leona', 'Master Yi', 'Yasuo']",0
"['Amumu', 'Aphelios', 'Nami', 'Urgot', 'Yone']","['Alistar', 'Darius', 'Draven', 'Syndra', 'Xin Zhao']",0
"['Caitlyn', 'Garen', 'Kayn', 'Morgana', 'Pyke']","['Darius', 'Diana', 'Jinx', 'Lux', 'Warwick']",1
"['Caitlyn', 'Graves', 'Mordekaiser', 'Veigar', 'Zyra']","[""Cho'Gath"", 'Evelynn', 'Lux', 'Miss Fortune', 'Pyke']",1
"['Jinx', 'Katarina', 'Nami', 'Sejuani', 'Yorick']","['Garen', 'Kayn', ""Kog'Maw"", 'Lux', 'Sett']",0
"['Kayn', 'Lucian', 'Nautilus', 'Ryze', 'Zed']","['Ashe', 'Ekko', 'Gnar', 'Jax', 'Lulu']",0
"['Caitlyn', 'Garen', 'Lux', 'Senna', 'Sett']","['Akali', 'Irelia', 'Jhin', 'Kayn', 'Malphite']",1
"['Akali', 'Kayn', 'Lucian', 'Pyke', 'Viktor']","['Bard', 'Shen', 'Tristana', 'Wukong', 'Yasuo']",0
"['Amumu', 'Lucian', 'Soraka', 'Teemo', 'Tristana']","['Galio', 'Heimerdinger', 'Shen', 'Warwick', 'Tristana']",1
"['Ahri', 'Lillia', 'Lulu', 'Tristana', 'Yone']","['Gnar', 'Morgana', 'Olaf', 'Senna', 'Zoe']",1
"['Aatrox', 'Hecarim', ""Kha'Zix"", 'Yasuo', 'Yone']","['Ezreal', 'Fizz', 'Kayle', 'Sona', 'Warwick']",0
"['Gnar', 'Jax', 'Jhin', 'Zed', 'Zyra']","['Akali', 'Ashe', 'Braum', 'Lee Sin', 'Vladimir']",1
"['Kayn', ""Kog'Maw"", 'Lux', 'Vayne', 'Zed']","['Darius', 'Ezreal', 'Sion', 'Zac', 'Zed']",0
"[""Cho'Gath"", 'Ezreal', 'LeBlanc', 'Pyke', 'Volibear']","['Garen', 'Kalista', ""Kha'Zix"", 'Yuumi', 'Zoe']",1
"['Caitlyn', 'Morgana', 'Shen', 'Tahm Kench', 'Viktor']","['Ezreal', 'Hecarim', 'Master Yi', 'Taric', 'Vladimir']",1
"['Caitlyn', 'Katarina', 'Lillia', 'Sett', 'Soraka']","['Ashe', 'Azir', 'Brand', 'Kled', 'Sejuani']",1
"['Ashe', 'Kayn', 'Lux', 'Senna', 'Teemo']","['Ezreal', 'Hecarim', 'Orianna', 'Pyke', 'Urgot']",1
"['Amumu', ""Kog'Maw"", 'Lucian', 'Teemo', 'Thresh']","['Ashe', 'Kayle', 'Lillia', 'Shen', 'Zoe']",1
"['Amumu', 'Annie', 'Ashe', 'Thresh', 'Tryndamere']","['Akali', 'Jhin', 'Nami', 'Urgot', 'Wukong']",0
"['Akali', 'Kayn', 'Lulu', 'Miss Fortune', 'Tryndamere']","['Jinx', 'Malphite', 'Nunu & Willump', 'Ryze', 'Senna']",0
"['Blitzcrank', 'Jarvan IV', ""Kai'Sa"", 'Veigar', 'Yorick']","['Gnar', 'Jhin', 'Leona', 'Olaf', 'Yasuo']",0
"['Akali', 'Annie', 'Caitlyn', ""Cho'Gath"", 'Mordekaiser']","['Jinx', 'Karma', 'Trundle', 'Yasuo', 'Yorick']",0
"['Jinx', 'Leona', 'Rengar', 'Riven', 'Ziggs']","['Cassiopeia', 'Jhin', 'Kayn', 'Nami', 'Sett']",1
"['Fizz', 'Kayle', 'Master Yi', 'Pyke', 'Tristana']","['Ashe', 'Ekko', 'Jarvan IV', 'Lux', 'Ziggs']",0
"['Ashe', 'Neeko', 'Olaf', 'Sett', 'Taric']","['Brand', 'Dr. Mundo', 'Fizz', 'Rengar', 'Vayne']",0
"['Caitlyn', 'Ekko', 'Sett', 'Thresh', 'Yone']","['Ahri', 'Ashe', 'Dr. Mundo', 'Pantheon', 'Warwick']",0
"['Gnar', ""Kai'Sa"", 'Kayn', 'Yone', 'Zilean']","[""Cho'Gath"", 'Miss Fortune', 'Olaf', 'Sona', 'Talon']",1
"['Jax', 'Lucian', 'Lulu', 'Shen', 'Viktor']","['Darius', 'Jinx', 'Pantheon', 'Thresh', 'Yasuo']",1
"['Amumu', 'Ezreal', 'Irelia', 'Swain', 'Yone']","['Graves', 'Jhin', 'Malphite', 'Ornn', 'Senna']",1
"['Jax', ""Kai'Sa"", 'Lissandra', 'Sona', 'Tahm Kench']","['Draven', 'Kayn', 'Yasuo', 'Yone', 'Yuumi']",1
"['Akali', 'Kayle', 'Kindred', 'Lux', 'Twitch']","['Alistar', 'Ashe', 'Ekko', 'Evelynn', 'Yone']",0
"['Akali', 'Draven', ""Kha'Zix"", 'Nasus', 'Sett']","['Aatrox', 'Elise', 'Twisted Fate', 'Yasuo', 'Zyra']",0
"['Ashe', 'Brand', 'Jax', 'Lulu', 'Master Yi']","['Ahri', 'Miss Fortune', 'Pyke', 'Sett', 'Shen']",0
"['Ashe', 'Azir', 'Illaoi', ""Kha'Zix"", 'Pyke']","['Bard', 'Lucian', 'Nocturne', 'Rengar', 'Viktor']",0
"['Azir', 'Elise', 'Irelia', 'Lulu', 'Varus']","['Ahri', 'Jax', 'Rakan', 'Vayne', 'Volibear']",1
"['Kassadin', 'Lucian', 'Mordekaiser', 'Twitch', 'Yuumi']","['Miss Fortune', 'Nidalee', 'Pyke', 'Talon', 'Warwick']",0
"['Ashe', 'Azir', 'Irelia', 'Poppy', 'Rakan']","['Jinx', 'Lee Sin', 'Nidalee', 'Senna', 'Yone']",1
"['Mordekaiser', 'Xayah', 'Zyra', 'Lee Sin', 'Lux']","['Aatrox', 'Ezreal', 'Jinx', 'Lee Sin', 'Lux']",1
"['Caitlyn', 'Gragas', 'Vi', 'Vladimir', 'Yasuo']","['Kayn', 'Lucian', 'Ornn', 'Zed', 'Zyra']",0
"['Caitlyn', 'Ezreal', 'Lee Sin', 'Sona', 'Viktor']","['Darius', 'Lucian', 'Pyke', 'Yone', 'Yorick']",0
"['Ahri', ""Kai'Sa"", 'Lee Sin', 'Nautilus', 'Shen']","['Ashe', 'Jarvan IV', 'Kayn', 'Pantheon', 'Swain']",0
